movie,year,numberofwords,time,toptenwords
IronMan3srt,2013,12393,130.14mins,"['m', 're', 'right', 'your', 'just', 'do', 'are', 'know', 'here', 'yeah']"
ManofSteelsrt,2013,7982,132.76mins,"['your', 're', 'are', 'm', 'our', 'do', 'they', 'if', 'there', 'here']"
MonstersUniversitysrt,2013,8752,0.17mins,"['re', 'm', 'hey', 'do', 'are', 'scare', 'your', 'just', 'go', 'but']"
Nebraskasrt,2013,8981,108.77mins,"['dad', 'your', 'woody', 'just', 'up', 'know', 'do', 're', 'there', 'are']"
Philomenasrt,2013,9700,92.43mins,"['they', 'martin', 'm', 'just', 'him', 'but', 'with', 'yes', 'there', 'about']"
TheHobbitTheDesolationofSmaugsrt,2013,7928,150.76mins,"['are', 'there', 'will', 'come', 'do', 'your', 'they', 're', 'but', 'here']"
TheHungerGamesCatchingFiresrt,2013,9400,135.08mins,"['re', 'katniss', 'they', 'do', 'here', 'peeta', 'there', 'are', 'just', 'your']"
TheWolfofWallStreetsrt,2013,23361,172.82mins,"['fucking', 'know', 're', 'm', 'do', 'your', 'fuck', 'right', 'up', 'they']"
ThorTheDarkWorldsrt,2013,6634,105.68mins,"['are', 'your', 'will', 'do', 'jane', 'm', 'know', 'but', 're', 'here']"
AmericanSnipersrt,2014,11740,124.04mins,"['re', 'right', 'm', 'your', 'got', 'out', 'know', 'here', 'are', 'yeah']"
BirdmanorTheUnexpectedVirtueofIgnorancesrt,2014,11839,111.87mins,"['m', 'do', 're', 'know', 'just', 'are', 'up', 'your', 'with', 'about']"
Boyhoodsrt,2014,11839,111.87mins,"['m', 'do', 're', 'know', 'just', 'are', 'up', 'your', 'with', 'about']"
CaptainAmericaTheWinterSoldiersrt,2014,9642,129.71mins,"['know', 'your', 'm', 'd', 're', 'do', 'e', 'if', 'they', 'so']"
DawnofthePlanetoftheApessrt,2014,4286,118.61mins,"['they', 'are', 're', 'if', 'go', 'your', 'them', 'there', 'hey', 'do']"
GuardiansoftheGalaxysrt,2014,8683,120.62mins,"['your', 're', 'are', 'do', 'ronan', 'here', 'they', 'm', 'gonna', 'will']"
Interstellarsrt,2014,13279,163.71mins,"['re', 'but', 'here', 'there', 'murph', 'm', 'they', 'go', 'cooper', 'just']"
Maleficentsrt,2014,4105,88.27mins,"['maleficent', 'your', 'm', 'will', 'they', 'are', 'but', 'so', 'there', 're']"
Selmasrt,2014,11270,119.84mins,"['are', 'they', 'right', 'now', 'do', 'here', 're', 'know', 'us', 'there']"
TheAmazingSpiderMan2srt,2014,11508,132.30mins,"['m', 'know', 're', 'do', 'right', 'your', 'just', 'okay', 'spider', 'yeah']"
TheGrandBudapestHotelsrt,2014,9675,93.45mins,"['with', 'gustave', 'but', 'monsieur', 'as', 'your', 'are', 'at', 'by', 'm']"
TheHobbitTheBattleoftheFiveArmiessrt,2014,6129,131.47mins,"['are', 'will', 'your', 'thorin', 'they', 'come', 'with', 'there', 'do', 'here']"
TheHungerGamesMockingjayPart1srt,2014,8964,110.36mins,"['they', 're', 'katniss', 'there', 'are', 'but', 'with', 'capitol', 'know', 'peeta']"
TheImitationGamesrt,2014,11116,113.71mins,"['m', 'turing', 'do', 'ii', 'are', 'uh', 're', 'your', 'alan', 'if']"
TheTheoryofEverythingsrt,2014,6973,115.07mins,"['stephen', 'jane', 'chuckles', 'are', 'yes', 'so', 'do', 'if', 'um', 'know']"
TransformersAgeofExtinctionsrt,2014,14689,157.14mins,"['re', 'm', 'out', 'here', 'go', 'your', 'come', 'know', 'are', 'right']"
Whiplashsrt,2014,6320,97.42mins,"['m', 'know', 'yeah', 'do', 'fucking', 'your', 'right', 're', 'are', 'okay']"
XMenDaysofFuturePastsrt,2014,7981,124.54mins,"['do', 'are', 'they', 'know', 're', 'your', 'us', 'here', 'there', 'just']"
AvengersAgeofUltronsrt,2015,11576,133.50mins,"['re', 'm', 'are', 'they', 'but', 'your', 'if', 'do', 'right', 'know']"
BridgeofSpiessrt,2015,12374,131.15mins,"['your', 're', 'they', 'm', 'do', 'here', 'are', 'but', 'if', 'there']"
Brooklynsrt,2015,9815,103.98mins,"['so', 'm', 'know', 'there', 'll', 'with', 'about', 'do', 'your', 'but']"
Furious7srt,2015,14281,128.93mins,"['font', 'face', 'tahoma', 're', 'm', 'now', 'your', 'know', 'here', 'they']"
InsideOutsrt,2015,9379,85.54mins,"['riley', 're', 'there', 'are', 'here', 'm', 'go', 'know', 'joy', 'just']"
JurassicWorldsrt,2015,7879,114.86mins,"['they', 're', 'are', 'okay', 'your', 'go', 'there', 'here', 'up', 'm']"
MadMaxFuryRoadsrt,2015,4166,111.88mins,"['re', 'are', 'they', 'up', 'back', 'us', 'war', 'them', 'hey', 'go']"
Minionssrt,2015,4452,81.17mins,"['ha', 'so', 'kevin', 'bob', 'but', 'here', 'are', 'scarlet', 'go', 'one']"
MissionImpossibleRogueNationsrt,2015,8787,124.58mins,"['re', 'do', 'are', 'm', 'him', 'ethan', 'your', 'know', 'going', 'benji']"
Roomsrt,2015,8528,111.47mins,"['okay', 'jack', 'm', 're', 'there', 'so', 'do', 'ma', 'are', 'yeah']"
Spectresrt,2015,6863,140.74mins,"['your', 'do', 'm', 're', 'him', 'with', 'know', 'but', 'are', 'now']"
Spotlightsrt,2015,16115,120.55mins,"['yeah', 'm', 'but', 'know', 'so', 'do', 're', 'just', 'they', 'uh']"
StarWarsEpisodeVIITheForceAwakenssrt,2015,7731,122.97mins,"['re', 'do', 'm', 'are', 'with', 'your', 'there', 'will', 'back', 'him']"
TheBigShortsrt,2015,16075,126.10mins,"['re', 'they', 'are', 'do', 'so', 'm', 'know', 'just', 'but', 'with']"
TheHungerGamesMockingjayPart2srt,2015,8364,125.15mins,"['your', 're', 'they', 'with', 'katniss', 'capitol', 'm', 'll', 'our', 'but']"
TheMartiansrt,2015,11125,138.09mins,"['re', 'm', 'so', 'they', 'but', 'do', 'with', 'if', 'there', 'll']"
TheRevenantsrt,2015,5752,142.06mins,"['up', 'your', 'him', 'here', 'll', 'm', 'there', 'they', 'right', 'got']"
Arrivalsrt,2016,7428,110.52mins,"['are', 'they', 're', 'do', 'know', 'your', 'm', 'okay', 'with', 'their']"
BatmanvSupermanDawnofJusticesrt,2016,422,3.64mins,"['font', 'color', 'b', 'cecb', 'dcdaf', 'ccd', 'fffeec', 'bbdf', 'senator', 'know']"
CaptainAmericaCivilWarsrt,2016,12010,147.31mins,"['m', 're', 'know', 'your', 'they', 'right', 'if', 'but', 'so', 'are']"
Deadpoolsrt,2016,8722,108.09mins,"['your', 're', 'm', 'do', 'but', 'so', 'up', 'with', 'wade', 'just']"
FantasticBeastsandWheretoFindThemsrt,2016,7052,123.99mins,"['mr', 'there', 'your', 'm', 'are', 're', 'they', 'so', 'here', 'come']"
Fencessrt,2016,21446,133.05mins,"['got', 'ain', 'gonna', 'about', 'know', 'your', 'there', 'out', 'with', 'him']"
FindingDorysrt,2016,12696,96.17mins,"['dory', 'm', 'do', 'are', 'okay', 're', 'there', 'know', 'right', 'go']"
HacksawRidgesrt,2016,10405,130.93mins,"['your', 'go', 'got', 'here', 're', 'okay', 'doss', 'm', 'there', 'him']"
HellorHighWatersrt,2016,7704,96.92mins,"['they', 're', 'your', 'got', 'gonna', 'there', 'just', 'do', 'know', 'ain']"
HiddenFiguressrt,2016,10880,117.84mins,"['re', 'yes', 'are', 'go', 'm', 'there', 'here', 'do', 'so', 'just']"
LaLaLandsrt,2016,8624,120.16mins,"['know', 're', 'just', 'm', 'so', 'do', 'yeah', 'are', 'okay', 'gonna']"
Lionsrt,2016,2602,110.78mins,"['saroo', 'm', 'do', 'are', 'your', 'there', 'right', 'so', 'how', 'yes']"
ManchesterbytheSeasrt,2016,12701,132.01mins,"['m', 'know', 'yeah', 'just', 'okay', 'up', 'going', 're', 'right', 'do']"
Moonlightsrt,2016,5956,104.93mins,"['man', 'right', 'yeah', 'know', 'ain', 'come', 'm', 'up', 'hey', 'just']"
RogueOneAStarWarsStorysrt,2016,9313,125.76mins,"['with', 're', 'there', 'm', 'they', 'are', 'your', 'come', 'one', 'here']"
SuicideSquadsrt,2016,8131,113.48mins,"['re', 'do', 'm', 'know', 'your', 'got', 'are', 'right', 'hey', 'with']"
TheJungleBooksrt,2016,6230,94.67mins,"['man', 'but', 'do', 'come', 'go', 'cub', 'just', 'know', 'him', 'jungle']"
TheSecretLifeofPetssrt,2016,7659,86.43mins,"['max', 'm', 're', 'so', 'are', 'duke', 'go', 'okay', 'yeah', 'know']"
Zootopiasrt,2016,10511,99.98mins,"['just', 'are', 're', 'your', 'so', 'm', 'know', 'but', 'there', 'right']"
BeautyandtheBeastsrt,2017,7296,118.51mins,"['l', 'do', 'there', 'are', 'him', 'but', 'will', 're', 'with', 'your']"
CallMebyYourNamesrt,2017,6370,130.99mins,"['are', 're', 'know', 'm', 'oliver', 'elio', 'come', 'do', 'go', 'll']"
DarkestHoursrt,2017,9241,118.68mins,"['our', 'are', 'your', 'will', 'if', 'minister', 'at', 'prime', 'with', 'but']"
DespicableMe3srt,2017,6733,81.88mins,"['ha', 're', 'm', 'go', 'hey', 'gru', 'got', 'so', 'with', 'are']"
Dunkirksrt,2017,3670,99.06mins,"['go', 'come', 're', 'there', 'back', 'they', 'down', 'him', 'out', 'us']"
GetOutsrt,2017,7460,99.72mins,"['yeah', 'm', 'know', 'so', 'just', 'right', 'chris', 'okay', 'your', 're']"
GuardiansoftheGalaxyVol2srt,2017,9664,134.53mins,"['re', 'your', 'are', 'm', 'know', 'with', 'do', 'but', 'one', 'there']"
JumanjiWelcometotheJunglesrt,2017,11507,110.57mins,"['re', 'do', 'spencer', 'm', 'fridge', 'are', 'your', 'okay', 'so', 'yeah']"
LadyBirdsrt,2017,449,2.40mins,"['re', 'your', 'but', 'want', 'go', 'mom', 'do', 'or', 'just', 'city']"
PhantomThreadsrt,2017,7168,130.08mins,"['do', 'm', 'your', 'yes', 'alma', 'very', 'right', 'are', 'good', 'think']"
SpiderManHomecomingsrt,2017,12749,133.02mins,"['m', 'yeah', 'hey', 're', 'okay', 'are', 'just', 'your', 'do', 'right']"
StarWarsEpisodeVIIITheLastJedisrt,2017,9613,143.70mins,"['re', 'they', 'your', 'are', 'bb', 'do', 'but', 'now', 'finn', 'there']"
TheFateoftheFurioussrt,2017,9576,126.21mins,"['your', 're', 'know', 'dom', 'are', 'm', 'do', 'gonna', 'got', 'there']"
ThePostsrt,2017,13820,115.78mins,"['know', 'but', 'm', 'so', 're', 'just', 'they', 'your', 'at', 'uh']"
TheShapeofWatersrt,2017,7699,118.45mins,"['are', 'now', 'do', 'know', 'just', 'm', 're', 'here', 'but', 'him']"
ThorRagnaroksrt,2017,9797,130.24mins,"['m', 're', 'are', 'here', 'your', 'but', 'asgard', 'so', 'just', 'know']"
ThreeBillboardsOutsideEbbingMissourisrt,2017,9854,110.26mins,"['know', 'do', 'your', 'got', 'm', 'are', 'about', 'there', 'up', 'just']"
WolfWarrior2srt,2017,4783,119.03mins,"['are', 'go', 'your', 'chinese', 're', 'm', 'come', 'dr', 'font', 'here']"
WonderWomansrt,2017,8920,130.58mins,"['are', 'do', 'diana', 'they', 'but', 'go', 'will', 'war', 'your', 'there']"
AStarIsBornsrt,2018,11144,131.89mins,"['yeah', 're', 'do', 'm', 'just', 'know', 'ok', 'so', 'your', 'fucking']"
Aquamansrt,2018,6629,130.39mins,"['your', 'king', 're', 'but', 'are', 'here', 'atlantis', 'our', 'do', 'will']"
AvengersInfinityWarsrt,2018,9093,148.87mins,"['m', 're', 'your', 'do', 'are', 'stone', 'know', 'thanos', 'one', 'if']"
BlacKkKlansmansrt,2018,16548,133.39mins,"['right', 'your', 'm', 'black', 'ron', 'yeah', 'they', 'white', 'are', 'know']"
BlackPanthersrt,2018,8548,134.23mins,"['your', 'are', 'him', 'will', 'here', 'king', 'with', 'they', 'wakanda', 'now']"
BohemianRhapsodysrt,2018,12178,129.33mins,"['freddie', 're', 'your', 'do', 'are', 'm', 'just', 'so', 'know', 'good']"
Deadpool2srt,2018,11130,113.54mins,"['m', 're', 'your', 'are', 'do', 'here', 'just', 'but', 'go', 'so']"
FantasticBeastsTheCrimesofGrindelwaldsrt,2018,7447,124.72mins,"['know', 'they', 'your', 'are', 'just', 'him', 'm', 'newt', 'here', 'go']"
GreenBooksrt,2018,12429,128.42mins,"['m', 'your', 'tony', 'here', 'do', 'right', 're', 'yeah', 'come', 'know']"
Incredibles2srt,2018,11341,7.00mins,"['your', 'm', 'are', 'do', 're', 'jack', 'but', 'with', 'so', 'they']"
JurassicWorldFallenKingdomsrt,2018,6576,118.36mins,"['re', 'gonna', 'are', 'do', 'm', 'hey', 'here', 'now', 'your', 'okay']"
MissionImpossibleFalloutsrt,2018,9824,139.80mins,"['re', 'do', 'm', 'your', 'ethan', 'him', 'with', 'at', 'are', 'there']"
Romasrt,2018,5713,128.83mins,"['your', 'cleo', 'go', 'll', 'yes', 'but', 'm', 're', 'here', 'are']"
TheFavouritesrt,2018,9703,119.16mins,"['your', 'will', 'sarah', 'abigail', 'anne', 'do', 'are', 'with', 'm', 'music']"
Venomsrt,2018,9257,110.90mins,"['eddie', 'are', 're', 'm', 'do', 'know', 'yeah', 'right', 'your', 'here']"
Vicesrt,2018,12245,125.88mins,"['are', 'dick', 'president', 'so', 'they', 're', 'just', 'with', 'but', 'right']"
1917srt,2019,5457,109.45mins,"['they', 'up', 'there', 're', 'are', 'your', 'just', 'here', 'going', 'm']"
Aladdinsrt,2019,10653,122.17mins,"['your', 'but', 'prince', 'do', 'are', 'm', 'there', 'so', 'one', 'will']"
AvengersEndgamesrt,2019,11999,166.23mins,"['re', 'know', 'm', 'do', 'are', 'right', 'time', 'got', 'your', 'there']"
CaptainMarvelsrt,2019,7470,113.26mins,"['your', 'do', 're', 'they', 'with', 'know', 'm', 'are', 'll', 'there']"
FordvFerrarisrt,2019,11828,147.31mins,"['re', 'go', 'ford', 'they', 'ken', 'are', 'do', 'out', 'car', 'shelby']"
FrozenIIsrt,2019,9250,102.66mins,"['m', 'are', 'but', 'do', 're', 'know', 'your', 'just', 'elsa', 'they']"
JojoRabbitsrt,2019,10031,108.33mins,"['your', 'heil', 'hitler', 're', 'are', 'm', 'know', 'do', 'jojo', 'll']"
Jokersrt,2019,8284,115.69mins,"['know', 're', 'm', 'your', 'just', 'do', 'arthur', 'up', 'hey', 'are']"
JumanjiTheNextLevelsrt,2019,10005,114.44mins,"['m', 'here', 're', 'your', 'come', 'are', 'yeah', 'okay', 'go', 'know']"
LittleWomensrt,2019,12306,112.22mins,"['m', 'so', 'your', 'do', 'just', 'know', 're', 'with', 'jo', 'are']"
MarriageStorysrt,2019,18192,131.56mins,"['do', 'm', 're', 'but', 'so', 'with', 'know', 'your', 'charlie', 'just']"
OnceUponaTimeinHollywoodsrt,2019,13851,153.82mins,"['yeah', 'm', 'right', 're', 'know', 'just', 'here', 'fucking', 'so', 'rick']"
Parasitesrt,2019,10347,126.89mins,"['so', 'da', 'right', 'but', 'song', 'do', 'just', 'your', 'here', 'll']"
SpiderManFarfromHomesrt,2019,12056,119.22mins,"['m', 're', 'okay', 'yeah', 'just', 'are', 'so', 'do', 'man', 'go']"
StarWarsEpisodeIXTheRiseofSkywalkersrt,2019,8398,132.51mins,"['re', 'there', 'do', 'rey', 'are', 'your', 'they', 'know', 'us', 'm']"
TheIrishmansrt,2019,25390,201.23mins,"['know', 'they', 'do', 'yeah', 're', 'm', 'him', 'with', 'there', 'gonna']"
TheLionKingsrt,2019,8461,111.84mins,"['simba', 'never', 'm', 'king', 'your', 'are', 're', 'will', 'do', 'too']"
ToyStory4srt,2019,11278,95.11mins,"['woody', 'bonnie', 'forky', 'do', 'bo', 'are', 'right', 'go', 're', 'let']"
BadBoysforLifesrt,2020,10379,118.29mins,"['mike', 'shit', 'yeah', 'your', 'right', 'go', 'm', 'gonna', 'hey', 're']"
DemonSlayerKimetsunoYaibaTheMovieMugenTrainsrt,2020,9428,112.52mins,"['demon', 'll', 'right', 'm', 'your', 'up', 'are', 'do', 'so', 'there']"
Dolittlesrt,2020,8893,93.07mins,"['m', 'your', 'are', 'dolittle', 're', 'do', 'got', 'go', 'here', 'right']"
JiangZiyasrt,2020,5903,103.31mins,"['are', 'your', 'master', 'one', 'huh', 'jiang', 'ziya', 'fox', 'do', 're']"
JudasandtheBlackMessiahsrt,2020,12600,124.32mins,"['right', 'they', 'man', 'your', 'know', 'm', 'here', 'up', 'out', 'do']"
Manksrt,2020,14642,126.65mins,"['but', 'your', 'mank', 're', 'do', 'are', 'know', 'm', 'with', 'him']"
Minarisrt,2020,3834,114.36mins,"['speaking', 'korean', 'jacob', 'english', 'david', 'monica', 'okay', 'soonja', 'anne', 'good']"
MyPeopleMyHomelandsrt,2020,14655,146.78mins,"['are', 'your', 'go', 'here', 're', 'm', 'now', 'so', 'mr', 'just']"
Nomadlandsrt,2020,8536,107.52mins,"['yeah', 'm', 'so', 'here', 'okay', 'good', 'fern', 'just', 'there', 'out']"
PromisingYoungWomansrt,2020,12752,113.87mins,"['m', 'know', 'yeah', 'just', 'so', 'do', 'your', 'are', 're', 'okay']"
SonictheHedgehogsrt,2020,9465,93.12mins,"['m', 're', 'your', 'are', 'okay', 'do', 'right', 'so', 'know', 'there']"
SoundofMetalsrt,2020,5437,116.39mins,"['okay', 'yeah', 'm', 'know', 'ruben', 'lou', 'do', 'just', 're', 'your']"
Tenetsrt,2020,11373,144.26mins,"['re', 'your', 'do', 'they', 'but', 'one', 'if', 'with', 'm', 'go']"
TheCroodsANewAgesrt,2020,10458,94.89mins,"['guy', 'm', 're', 'your', 'just', 'are', 'eep', 'so', 'hey', 'with']"
TheEightHundredsrt,2020,9725,138.45mins,"['are', 'up', 'go', 'here', 'will', 'out', 'japanese', 'your', 'they', 'there']"
TheFathersrt,2020,7690,93.28mins,"['yes', 'your', 'do', 'm', 'are', 'know', 'yeah', 'll', 'here', 'about']"
TheTrialoftheChicago7srt,2020,16969,128.85mins,"['re', 'mr', 'your', 'are', 'they', 'with', 'there', 'm', 'will', 'do']"
Belfastsrt,2021,12020,97.92mins,"['your', 're', 'there', 'do', 'they', 'll', 'come', 'now', 'when', 'right']"
CODAsrt,2021,7759,105.05mins,"['re', 'do', 'your', 'm', 'know', 'yeah', 'at', 'are', 'come', 'so']"
DetectiveChinatown3srt,2021,11028,129.22mins,"['are', 'qin', 'do', 'your', 'so', 'there', 'one', 'watanabe', 'su', 'his']"
DontLookUpsrt,2021,15606,138.14mins,"['just', 're', 'so', 'know', 'm', 'are', 'yeah', 'right', 'uh', 'but']"
DriveMyCarsrt,2021,9073,173.74mins,"['so', 'm', 'but', 'yes', 'if', 'do', 'your', 'll', 'know', 'at']"
Dunesrt,2021,7564,141.49mins,"['your', 'they', 'are', 'will', 'with', 'atreides', 'there', 're', 'do', 'paul']"
F9TheFastSagasrt,2021,8259,133.74mins,"['re', 'got', 'know', 'm', 'are', 'your', 'do', 'out', 'up', 'dom']"
GodzillavsKongsrt,2021,5917,105.66mins,"['there', 'know', 'apex', 'go', 'if', 'are', 'him', 're', 'godzilla', 'm']"
HiMomsrt,2021,10657,118.94mins,"['are', 'll', 'do', 'm', 'your', 'how', 'go', 'mom', 'with', 'just']"
KingRichardsrt,2021,17832,139.88mins,"['go', 'your', 'right', 'they', 'venus', 'gonna', 'okay', 'there', 'come', 'good']"
LicoricePizzasrt,2021,14092,126.41mins,"['m', 're', 'do', 'yeah', 'your', 'are', 'know', 'with', 'okay', 'gary']"
NightmareAlleysrt,2021,11539,143.33mins,"['your', 'know', 'but', 're', 'do', 'm', 'him', 'are', 'll', 'just']"
NoTimetoDiesrt,2021,10170,157.27mins,"['your', 'do', 're', 'm', 'know', 'are', 'bond', 'there', 'they', 'just']"
ShangChiandtheLegendoftheTenRingssrt,2021,1091,116.67mins,"['your', 'go', 'but', 're', 'm', 'know', 'our', 'will', 'with', 'nothing']"
Sing2srt,2021,12272,104.46mins,"['m', 'yeah', 'uh', 're', 'right', 'go', 'your', 'here', 'so', 'just']"
SpiderManNoWayHomesrt,2021,14208,148.16mins,"['m', 'peter', 'okay', 're', 'just', 'do', 'yeah', 'know', 'are', 'your']"
TheBattleatLakeChangjinsrt,2021,8739,170.63mins,"['go', 'th', 'will', 'are', 'army', 'here', 'do', 'company', 'they', 'your']"
ThePoweroftheDogsrt,2021,5373,120.09mins,"['phil', 'your', 'there', 're', 'up', 'do', 'm', 'come', 'got', 'him']"
VenomLetThereBeCarnagesrt,2021,7840,97.33mins,"['yeah', 'm', 'eddie', 'are', 'your', 'do', 'right', 'know', 'just', 'uh']"
WestSideStorysrt,2021,12336,147.37mins,"['re', 'with', 'know', 'maría', 'your', 'come', 'm', 'go', 'tony', 'just']"
AllQuietontheWesternFrontsrt,2022,7342,142.36mins,"['paul', 'kat', 'are', 'here', 'soldier', 'come', 'will', 'french', 'your', 'with']"
AvatarTheWayofWatersrt,2022,10997,183.27mins,"['go', 'come', 'your', 're', 'they', 'here', 'are', 'up', 'm', 'let']"
BlackPantherWakandaForeversrt,2022,10709,157.23mins,"['your', 'are', 'with', 'they', 'do', 'wakanda', 'm', 'will', 'here', 'us']"
DoctorStrangeintheMultiverseofMadnesssrt,2022,6917,126.25mins,"['your', 're', 'know', 'do', 'm', 'but', 'yeah', 'so', 'there', 'universe']"
Elvissrt,2022,18573,159.11mins,"['do', 'right', 'your', 'elvis', 'with', 'are', 'but', 're', 'come', 'know']"
EverythingEverywhereAllatOncesrt,2022,8476,138.89mins,"['your', 'evelyn', 'ok', 'are', 're', 'm', 'just', 'know', 'go', 'do']"
JurassicWorldDominionsrt,2022,9681,135.60mins,"['re', 'yeah', 'they', 'go', 'do', 'are', 'here', 'uh', 'okay', 'know']"
MinionsTheRiseofGrusrt,2022,4678,80.67mins,"['uh', 'stone', 'go', 'hey', 'okay', 're', 'got', 'm', 'are', 'boss']"
PussinBootsTheLastWishsrt,2022,9356,102.25mins,"['puss', 'your', 'are', 'boots', 'wish', 'm', 're', 'but', 'who', 'one']"
TheBansheesofInisherinsrt,2022,8392,107.02mins,"['ya', 'do', 'with', 'just', 'your', 'there', 'so', 'pádraic', 'll', 're']"
TheBatmansrt,2022,12409,167.11mins,"['know', 'hey', 'm', 'your', 'here', 'are', 'him', 'just', 'but', 'do']"
TheFabelmanssrt,2022,13300,143.08mins,"['your', 're', 'm', 'so', 'do', 'but', 'with', 'gonna', 'they', 'll']"
ThorLoveandThundersrt,2022,10112,118.42mins,"['re', 'are', 'm', 'they', 'your', 'but', 'so', 'thor', 'there', 'know']"
TopGunMavericksrt,2022,9347,120.29mins,"['your', 're', 'one', 'are', 'come', 'out', 'two', 'do', 'up', 'm']"
TriangleofSadnesssrt,2022,11224,142.78mins,"['okay', 'm', 'yeah', 'just', 'are', 'so', 'do', 're', 'yes', 'know']"
Társrt,2022,12380,154.78mins,"['uh', 'with', 'but', 'your', 'm', 'so', 'there', 'yes', 'just', 'as']"
WaterGateBridgesrt,2022,9078,141.48mins,"['are', 'out', 'commander', 'th', 'bridge', 'yes', 'fire', 'up', 'go', 'them']"
WomenTalkingsrt,2022,8508,103.92mins,"['are', 'will', 'if', 'us', 'your', 'our', 'or', 'but', 'leave', 'men']"
AmericanFictionsrt,2023,12537,110.43mins,"['m', 'yeah', 're', 'know', 'just', 'your', 'do', 'think', 'but', 'right']"
AnatomyofaFallsrt,2023,13927,145.02mins,"['your', 'his', 'but', 'with', 'so', 'him', 'do', 'know', 'about', 'yes']"
Barbiesrt,2023,16752,113.00mins,"['barbie', 'ken', 'm', 'just', 'so', 're', 'but', 'do', 'know', 'are']"
Elementalsrt,2023,7589,94.69mins,"['your', 'm', 'just', 'know', 'so', 'are', 'water', 'ember', 'but', 'one']"
Fast10srt,2023,11782,135.85mins,"['your', 'm', 're', 'let', 'know', 'they', 'ride', 'got', 'now', 'so']"
GuardiansoftheGalaxyVol3srt,2023,9472,149.57mins,"['re', 'are', 'go', 'm', 'your', 'do', 'know', 'here', 'now', 'they']"
KillersoftheFlowerMoonsrt,2023,17985,197.20mins,"['know', 'they', 'right', 'm', 'now', 'yeah', 'do', 'your', 're', 'just']"
Maestrosrt,2023,11729,128.38mins,"['do', 'so', 'm', 'know', 'your', 'just', 'yes', 're', 'felicia', 'about']"
MissionImpossibleDeadReckoningPartOnesrt,2023,12300,155.15mins,"['key', 'your', 're', 'do', 'go', 'just', 'know', 'm', 'okay', 'one']"
Oppenheimersrt,2023,19972,173.70mins,"['they', 'your', 'but', 're', 'with', 'do', 'oppenheimer', 'm', 'know', 'there']"
PastLivessrt,2023,5422,104.18mins,"['m', 'do', 're', 'are', 'yeah', 'know', 'your', 'hmm', 'here', 'so']"
PoorThingssrt,2023,9143,135.29mins,"['bella', 'are', 'do', 'but', 'will', 'your', 'with', 'so', 'as', 'am']"
SpiderManAcrosstheSpiderVersesrt,2023,14043,133.32mins,"['m', 'know', 're', 'do', 'just', 'are', 'so', 'your', 'right', 'man']"
TheHoldoverssrt,2023,13199,131.38mins,"['your', 'know', 'uh', 'just', 're', 'm', 'are', 'right', 'yeah', 'but']"
TheLittleMermaidsrt,2023,11538,128.86mins,"['here', 'your', 'go', 'they', 'sea', 'got', 'know', 'do', 'are', 'just']"
TheSuperMarioBrosMoviesrt,2023,4792,92.36mins,"['mario', 're', 'hey', 'are', 'your', 'yeah', 'just', 'do', 'uh', 'm']"
TheZoneofInterestsrt,2023,4437,92.17mins,"['are', 'yes', 'll', 'will', 'here', 'at', 'they', 'your', 'how', 'with']"
Wonkasrt,2023,14023,115.87mins,"['chocolate', 'your', 'but', 'there', 'do', 've', 're', 'noodle', 'so', 'm']"
BobMarleyOneLovesrt,2024,11081,106.90mins,"['yu', 'di', 'mi', 'right', 'bob', 'man', 'know', 'dem', 'yeah', 'up']"
DunePartTwosrt,2024,6435,156.76mins,"['your', 'are', 'do', 'they', 'will', 're', 'muad', 'dib', 'm', 'lisan']"
GhostbustersFrozenEmpiresrt,2024,8377,109.09mins,"['re', 'm', 'yeah', 'your', 'are', 'just', 'okay', 'know', 'do', 'there']"
GodzillaxKongTheNewEmpiresrt,2024,5977,106.44mins,"['yeah', 'an', 'they', 'right', 'godzilla', 'okay', 'but', 'here', 'are', 're']"
KungFuPanda4srt,2024,9017,87.91mins,"['m', 'know', 're', 'do', 'warrior', 'just', 'dragon', 'but', 'are', 'one']"
TheBeekeepersrt,2024,9105,99.50mins,"['fucking', 'your', 'm', 're', 'know', 'yeah', 'do', 'right', 'are', 'fuck']"
TheFallGuysrt,2024,17469,126.35mins,"['know', 'yeah', 'just', 'okay', 're', 'm', 'do', 'right', 'so', 'gonna']"
